payment_id,loan_id,payment_date,amount_paid,payment_status
db6cb7af-db4e-45c1-bb01-24108bb2d8aa,31733,2022-11-30,1207.45,Missed
52f94cac-db2c-400c-8b1b-e15321047dfb,31921,2024-04-10,181.81,On-Time
57b035af-0f44-46c7-8fcd-3403ad5e8ea6,64386,2023-05-17,1199.37,On-Time
6c182dbf-97d7-47e9-a14a-2d7272be6043,69583,2023-07-12,1113.63,On-Time
6cce2665-1e35-42fd-bf8d-66e324101b51,23171,2023-06-14,598.3,Missed
e08f5013-4747-46ed-bf0e-46f4d8ed62ed,71047,2024-05-03,800.1,Late
caba0914-7ad0-4008-ab97-27d74afa6fb0,47815,2023-04-10,344.33,Late
85e048de-28a8-40ee-b2b7-a81c00a10e9f,46179,2023-09-11,237.88,On-Time
3870374a-a90a-4785-a628-c54d10542d71,19939,2024-04-02,1019.96,On-Time
a178ddcd-20f5-485c-8368-13ee71415af9,43105,2024-01-19,1084.77,On-Time
0f9af91f-458e-49f5-b704-4c806e7644db,14543,2022-10-05,1478.24,On-Time
af17b952-d376-423f-8815-580926d3a3f8,35760,2024-05-06,271.75,Late
83e2f5f1-a791-40f7-88a3-8973da36f61c,73206,2022-11-01,855.81,On-Time
0320ec17-f73f-4b48-8f9a-96c567e94dc9,42139,2024-07-02,954.62,Late
bc975c94-b7f8-44b7-b863-00c3e36c57da,24976,2024-05-15,1430.71,Late
3699a510-c92d-4a29-98fd-b4722f6c9527,70731,2023-10-28,80.55,Missed
e96b40d9-4ec8-4dda-9186-82f78c98969f,65517,2023-06-25,805.16,On-Time
c0a8e1e2-4c34-42f8-acf2-3d65555baba7,19904,2023-01-23,1048.88,On-Time
1d885a7f-06e1-457c-8455-aa0e21ed655a,29335,2022-10-30,1046.09,Late
a2f41310-5791-44ad-b20d-023837ae1552,91066,2023-12-09,729.15,Late
d57db8ee-be39-4484-ac85-a9461a0af033,51210,2024-05-24,634.61,On-Time
74b1d16f-5658-4f70-9dff-ecb39e763cc2,47321,2023-03-31,1045.39,Missed
0eb883e6-6659-4d55-957e-621198bbd5d6,84698,2023-09-07,508.85,Missed
a856d053-35dc-4e16-bafe-be49155f0f64,90587,2024-03-09,332.0,Late
ba926b4d-a575-455d-b7ab-5848647164ab,21248,2023-11-10,1455.83,Late
38955d7e-9382-4708-8cd2-8609161a89cc,35832,2024-02-22,212.74,On-Time
8c88adec-a0a7-477b-9dfb-ec948ab5e9ad,79976,2024-08-19,837.43,Missed
e8f33ec4-8b3b-488f-b4dc-038cc41b1a48,38186,2024-05-31,1491.29,Missed
c20b5142-f9bb-4a3b-9497-da135a119538,41772,2024-07-12,306.91,On-Time
b349afab-d624-49d3-bc80-75fbed23d266,85497,2023-01-20,662.11,Missed
548840c5-3793-4f7f-b30c-c1c46895b26f,27148,2024-09-13,405.34,On-Time
f43b563a-509f-4ee6-8575-4d21ff5d745e,70660,2023-02-28,78.15,On-Time
782b68b6-313a-47f5-aaad-f2bb847169dc,78722,2023-10-11,549.19,Late
7f9edfdb-7eed-4ed4-8c54-b2c74a179358,12658,2022-12-08,894.09,Late
ef064dd4-3e17-4819-afdf-25d3e4dc93b8,70490,2024-02-21,91.23,Missed
71fdf02f-eb0f-489e-af89-195a5a35efbe,63059,2023-01-10,780.72,Late
4110929d-9a55-47c7-be63-794219850285,20248,2023-08-27,501.39,Missed
e80ff8ca-ebc5-47a6-af5b-8fbcaf0e068c,56790,2024-02-26,1184.58,Late
1ef6a879-b062-462c-8ac6-846fa9ca465a,61709,2024-06-10,254.39,Missed
b73df671-f206-4439-becb-be04e2237bd2,50121,2023-01-04,1300.67,On-Time
73ae390d-aeae-488f-88ee-9cfe9e272b83,14543,2023-07-23,406.91,Late
aca155a8-b622-439d-8a2d-9c84586b86a8,42176,2024-03-12,161.43,On-Time
e1b5d3d7-e4f5-42c3-9d92-c72caedf2421,92893,2022-11-06,345.18,Missed
3789bafa-ced2-456a-a3a3-19df60370f3a,86491,2023-12-18,984.28,On-Time
568ff2b5-57e9-406b-88bd-7df1ac5703ac,22357,2024-06-26,481.25,Missed
b9d6fc83-56d7-4a99-9bb5-776c13c6a0a8,89667,2022-12-31,1157.22,On-Time
8bc55ce4-dbd3-4138-8cc1-f19e9a6296a3,25773,2023-07-27,273.71,Late
16cdc159-bdfb-4ea5-aeda-a868cb63d848,16156,2024-08-29,610.48,Missed
ca25ff31-880c-4b6b-89b1-8cfcfe3e9c0a,28794,2023-09-08,535.86,On-Time
ab2cf7df-de27-4f19-a750-9b094708e3ab,82548,2023-01-29,989.09,On-Time
d22e408b-992d-4cf0-9a72-0e0ed9958b50,83186,2023-03-19,187.69,On-Time
634c60cd-386c-4a5a-b7e8-cbe1510d46e2,92005,2023-11-18,93.85,On-Time
5ab9061f-70d5-47ec-a2f1-38b6ed706848,35893,2023-08-31,298.21,Missed
cd5df5b7-1eef-4364-b96f-3ed3f0f9045d,22680,2024-03-28,700.39,On-Time
e196b988-79d4-481b-af55-2a3c77782e5f,45630,2023-06-28,909.24,Late
a078f270-cdb9-4ceb-b516-76564caa09b3,17855,2024-02-17,578.94,Missed
9d238881-105a-4b2d-bb8f-5e392350cb0c,40756,2024-05-15,356.18,Missed
140a3dbb-4f40-48d7-8829-162000773477,82361,2023-12-11,1280.19,On-Time
e302d961-a844-4cd0-b88e-46397a6a828b,43823,2023-02-13,1382.26,On-Time
dc3bd90c-cdcf-437e-aeaa-c82842f3f364,34737,2023-05-31,255.12,Late
95aca46e-e007-43c7-aa51-59e8221483a8,33278,2023-07-16,1098.64,On-Time
df47be5e-acb0-46cd-aeaa-f4ce403143b5,89868,2024-02-10,1085.34,On-Time
190eb037-98b5-4c4a-a71c-da7dbb31367d,90336,2024-05-19,527.6,Missed
6a0b5c25-6d49-4138-8e48-6a190ac24b2b,73449,2023-01-30,486.41,Missed
2cba6015-8ac2-45cc-a9b1-984631cfccf1,56354,2024-08-25,1211.87,Missed
f0ed3808-2e67-4e6e-ae02-349f5140bcca,51892,2023-03-18,1296.82,Missed
48753a01-c707-4615-ad74-c979da75cf45,78909,2023-05-03,311.28,Late
a8c36081-bfe6-4ed4-9260-2cf849d04c22,39743,2024-08-26,366.27,Late
38ae474a-05c1-47e1-949c-d27596828138,56131,2024-02-16,956.44,Late
944f3f1d-f0df-4529-a5c6-3b802a9fa583,74078,2023-02-02,1040.73,Missed
59f87441-4d1f-4eb1-8ad4-654c3c68db9a,74267,2022-10-09,578.36,On-Time
b7eec612-bf67-4579-9163-6641ed9221c4,31372,2022-12-29,561.49,On-Time
65a0636a-e1cc-4ec4-9071-5cbc6c9b318e,56222,2022-10-20,1104.42,Late
07defaf3-835b-447e-b689-9900f00f6690,73127,2024-07-27,1193.88,On-Time
e014cefd-3807-4341-8435-539e044c32ed,83742,2024-07-30,328.04,Late
b3bc04b2-b235-4652-a679-d0e4fd0eee26,97056,2022-12-17,379.65,On-Time
b00647a7-5605-4661-8470-df7cd95d62cf,33941,2023-02-23,1376.62,On-Time
f1f27793-adc9-48cc-b355-94319c7957ed,11026,2024-02-10,481.42,Missed
a5999ea7-fc88-4700-b571-89e992ae2b90,10323,2023-03-07,152.93,On-Time
59dcadf2-5717-457f-bd55-3228a942b619,55645,2023-07-05,631.44,Late
427ee9ed-de28-4105-ac0d-219a264ccb56,50808,2024-01-21,155.46,Missed
639dcdd1-2bc7-4850-9c40-002d6a2437c3,42724,2023-06-10,920.99,On-Time
dc6595db-485d-42dd-90c4-5772fda13f05,36845,2024-06-17,443.14,Missed
10e5aa85-610b-4823-878c-0dc107b45593,89184,2023-05-27,601.21,On-Time
92f390f8-c38d-4c67-91ac-ddb959e71449,70624,2023-07-30,1219.61,Missed
f0d7bff9-f902-47c5-9b60-1fbd50f60f49,88304,2023-12-16,116.64,Missed
91be2655-1250-4f0c-a517-9effe56aedff,60531,2024-05-22,1051.47,Late
8c2122d0-50a3-47f0-9d49-9d4a51542a23,50473,2023-11-14,185.25,Late
5d12f2d1-5da7-4cdc-b72c-1f6c9f23e019,55493,2024-03-12,868.56,Late
dcac16f3-3e9b-4896-b3a1-319f629edd38,63897,2024-06-04,386.43,Missed
8a60cebc-45e6-478c-aa95-22cfe890b4ea,33570,2022-11-18,159.49,On-Time
4d885d96-2b4b-4b68-9dd6-5836e8a8f321,90505,2023-04-18,968.92,On-Time
a98f663e-364c-4cca-9be8-7402b92b9362,92391,2023-11-17,786.25,Missed
756e3eba-0b94-436d-8a27-c45722fad44d,94976,2023-03-26,1193.4,Late
7d115f78-d908-40ab-9718-83012d4d1db1,95659,2024-05-08,256.52,Late
0b9797cd-8c44-4695-ab66-d96eff22669b,75567,2024-03-19,120.96,Late
04d0e753-370e-4cd8-88aa-93860fe7ffee,57440,2023-11-05,843.08,Missed
6df746bb-22a7-40e3-b2ec-a2323455d687,11202,2024-06-17,246.35,On-Time
0682bc97-aa51-4473-9c39-7bcd82acb117,61029,2023-08-04,330.46,Late
bc893f97-1246-4bf1-b026-99a83cd910ed,90587,2023-05-17,398.35,Missed
8c22fb73-3483-47c7-b9d7-dc22ffe4eabd,25543,2023-04-19,1285.77,On-Time
f1495479-3505-4594-a210-ade751e297d2,23400,2023-11-14,1181.99,On-Time
451976e3-db66-4a7a-b4cf-ce5a17317ddd,49812,2022-11-23,1064.47,On-Time
b827bcba-17d2-42ed-ae91-a24c14e1e879,44900,2022-12-20,623.68,Missed
44b19b33-f691-4ff6-a51b-f3798601f964,79833,2022-10-20,466.89,On-Time
8daf7669-012e-4d58-a1b7-11712d1c7eb1,19939,2023-05-08,1082.39,Late
757e009f-b0cc-4353-b243-a0abf699be7b,48240,2023-01-19,68.23,Missed
426c412d-2f47-4b27-b858-264fb9be655c,41041,2023-04-08,637.6,Missed
951ecc81-b9a0-48be-9e0f-d873c32b8156,22830,2023-02-18,1282.43,On-Time
0b14f778-8026-43e8-8f04-8c6bc7c8fcd8,64734,2024-01-25,407.26,Late
1e5e4228-d76e-4ef3-871c-5cca72cc59d0,14622,2024-08-23,938.41,Late
5b026dd0-390b-4394-92f6-7155123176b3,99012,2024-08-20,704.3,Late
bed24970-5597-4b44-9030-231c5db44ff3,97759,2024-05-12,1117.99,Missed
365db61e-15f0-4718-a638-7dfe61c56370,32705,2024-04-25,227.03,Missed
00d284c4-a751-4faa-bf29-a97959b8d200,33700,2023-12-26,1000.27,Late
09e8165a-e06a-4436-892c-346e6dd28e58,93754,2023-01-07,1454.23,Late
e7169468-5c21-4714-bf40-2ccc7426412c,43055,2023-12-08,882.23,Missed
bedf1195-37ae-4481-9a88-45b35755dc71,62897,2023-02-18,60.22,On-Time
25d622e4-f2fc-430c-9dbd-0908bf73a964,46621,2023-04-09,618.9,On-Time
41b773b8-64c0-49fb-9215-331231eec30a,60799,2024-08-29,302.96,On-Time
ba8f8097-0201-41f1-8da7-5d8bd160f4c4,16043,2024-05-14,290.21,Missed
3481e232-4b19-49df-826f-6ebaecc7126e,21565,2023-05-12,1492.94,On-Time
3a9eb1a7-5218-437a-ae1a-af006d1fef19,86851,2023-04-15,680.61,Missed
2b271c60-9035-45c5-bbea-d8869160581f,22330,2023-12-14,560.61,Late
f4cc323c-576e-4675-b595-bb78414e44e9,39340,2024-03-05,1369.2,On-Time
42a40623-519c-4919-bf5c-fe32c86e5857,50013,2024-01-02,845.85,On-Time
b12776a6-1533-409b-a314-474f3b3bd62c,91380,2023-07-15,1280.06,Late
cb2ea1c0-2cd7-42dc-97a3-5dea528903d3,98520,2024-05-21,478.07,On-Time
bbe18880-dba5-490e-9210-8b0edfa7f0c8,62140,2022-10-24,1491.38,Missed
64633060-9169-4f4e-8e2b-4009dc1b613e,20572,2023-05-17,871.66,Missed
5ad74615-7c08-42d6-92a2-c2ff05d71f53,23759,2024-01-30,703.97,On-Time
d87e27b4-956e-4d8b-a879-3c34ee34c7f7,49480,2024-05-05,407.86,Late
8f5c0f46-95b7-4173-8707-91ca45ac5cee,60510,2024-07-26,309.82,Missed
df5a463c-8c50-48e1-8d07-637d004fc585,50357,2023-08-23,1070.99,On-Time
4efbe681-cf86-4c2a-9b66-f3275ab0917c,29486,2024-09-12,482.16,On-Time
161674c7-d573-4ea8-a4ef-a117b5dfcc59,71706,2023-04-05,391.34,On-Time
d1754bf6-1c0d-4695-ba38-c6a37e6eedc2,44603,2023-01-20,390.55,Late
23b30db2-bd27-4c87-8ca4-cdfdb9a18783,23652,2023-10-05,1296.69,On-Time
bd0ac1c6-1877-46b2-86d4-714c09f01428,97599,2022-10-17,241.36,Late
fcabddfb-7d95-4bbc-971d-f37dd9135976,58199,2023-12-18,499.9,Late
2a02d1fb-99b2-41e2-80d8-87bc210ba047,83982,2023-12-22,67.92,On-Time
b3969373-8449-4e4e-9fab-374c80cd6c85,66414,2023-01-10,1295.57,On-Time
3e5bd0fe-64cd-43aa-86dd-e38b1e64a41d,48240,2023-04-01,201.55,On-Time
177d27be-a2f1-4869-8509-07aa92083ef3,39705,2024-01-29,629.85,Missed
780f9ae8-4126-42ca-97a4-e02a9efe7247,15617,2024-04-21,1202.75,Missed
0b132600-54be-4b04-9d6d-2e00d3b158ea,21162,2024-09-21,494.49,On-Time
a1932d8e-aa35-435d-9875-74dffd71c7ad,98224,2023-04-28,819.28,Missed
3d4bed0b-1a32-43f9-894b-9a2ccdb6836d,37335,2024-02-22,396.7,Late
71d5eb4f-67d7-4def-b67a-a079e12355e5,85944,2024-04-29,396.26,Late
44ec4f7c-be26-4ec7-93ab-d6266c08e174,63062,2024-09-13,299.58,Missed
9b3ebf17-37f6-4991-8402-c89d39a86191,52110,2024-03-31,748.4,Missed
4e4693cc-93f4-40aa-a648-555c4b8e10a4,13709,2024-08-09,1001.09,Late
cee18e44-b491-44cc-800d-bfc1c5620ca8,71807,2022-11-24,476.32,Missed
fdc10f8c-1aa1-4e82-8bd2-c717bc974d29,72594,2023-12-24,926.15,Late
c51ebb0f-c788-41db-a636-8eab0f39ff57,48452,2023-10-02,673.21,Late
fdd155a7-ffdb-4b60-bae9-ccf1fc094fdc,38607,2023-06-09,585.01,Missed
86255fd1-8084-4e9f-a13c-71cc99d1208b,72121,2022-11-26,173.79,On-Time
c335fb59-47f7-43be-ad87-17517d42655e,74083,2024-09-24,900.49,Missed
eccec1db-a529-429a-9b6d-c2bdf2a983d9,39691,2023-04-07,1370.33,Missed
36044138-edb6-41a6-9fa7-69da47e97561,29737,2023-07-28,748.29,On-Time
30820725-3db4-4c2a-b849-891b72a06fa1,92222,2022-10-28,846.11,Late
9ac8a739-fb61-4d61-aa6b-458d01d7e24d,14448,2024-06-27,99.04,Missed
676f8aa2-3963-421f-be9f-5e3b822a1a85,38931,2022-11-08,1360.91,Missed
cb224f7b-82ba-4cd1-8f08-aaa7c5a2378f,39373,2024-02-11,556.79,Missed
81daad64-c829-4618-a4e5-665bc75f409c,82173,2024-03-26,1398.81,On-Time
4bfec4ef-8f06-45b2-9781-fb3608125dd8,72507,2024-03-16,318.29,On-Time
29088958-1312-43c4-a648-a199baeba447,91416,2022-12-12,885.13,Missed
f5873888-33af-4184-8d95-dc85e72e6e84,87920,2024-05-11,523.0,Late
561f5755-b078-4cdb-ac92-072b60ec0395,50351,2022-10-12,1124.18,Late
50947c42-e601-4252-b230-be4132b3ee4a,39705,2024-07-11,280.88,On-Time
41a54ffa-820c-4208-90f1-28c4082ebced,82822,2023-03-21,1244.89,On-Time
b354661c-71b9-4603-9448-c6fef03a8971,49987,2024-05-21,920.34,On-Time
3067dedc-8115-4773-bc6f-e0bd13bfd631,34428,2024-05-19,1215.87,Missed
e2ee530e-4fb1-4014-9d58-6b6bee8bc1fa,21833,2023-08-20,843.12,Missed
9c431759-14fb-438b-bedf-35b32ab5e23b,56131,2023-04-04,152.52,Late
a73a8cdd-6a78-47f2-9432-f11baa40d8fc,57112,2022-11-22,720.84,Missed
5d1e52fc-2679-4871-84df-d85f0bd7a28d,35893,2023-10-11,842.99,On-Time
0170cb33-b4a2-4ccb-ae0c-1741729a6d60,32718,2023-12-28,1086.75,Missed
602a5a2b-041d-4bbb-8763-ada17f4f1147,96550,2024-03-23,191.83,Missed
c097630e-403a-4e61-b5c2-dd623180974c,72428,2023-08-07,1398.77,Missed
be72efd4-122f-4dea-8a83-cd70fa3f8f69,52299,2022-12-06,840.89,Missed
fec0d672-2f0b-4f90-ae24-6ca55b691f57,89455,2023-03-30,712.27,Missed
59c5aa69-322d-4b4d-9e51-4cacce35b5f8,55424,2024-03-26,199.13,On-Time
b7fa3f19-bad5-47ed-b4e5-41166df19e14,62991,2022-11-12,1199.98,On-Time
e34e41fb-85e4-4e5b-9031-072af170c14e,89455,2022-12-14,1405.65,Missed
f2332304-b6e7-4223-b4f1-cfe7b6f025a3,19157,2022-12-21,1395.3,Missed
8960207b-711f-471e-a83c-4aa4f16cd9a1,18425,2022-12-02,371.39,Missed
bc207b97-5775-46d1-89f2-108130f6d309,49475,2023-12-26,795.23,On-Time
c924225a-dd2f-4dd1-9d68-94368f71243f,28790,2022-10-28,852.21,On-Time
deae90e3-2632-4654-b10f-a425d861d543,26310,2023-04-13,724.17,On-Time
a0512d06-8e8c-41b8-b4da-1ec6607c50b0,41461,2023-02-11,1132.8,On-Time
d7c87259-1f07-4138-b63f-cc487520dad4,75514,2024-02-16,1155.74,On-Time
5e9b358e-d949-48fc-9756-41e34c4e5156,85944,2024-04-25,1363.6,Missed
23bddd16-981c-43c8-adeb-e520f784d870,87247,2024-06-04,470.75,Late
5eb87c21-a5d1-4a7f-9955-524b20dac91c,99012,2023-06-06,654.41,Late
398af30d-78b3-46ed-9909-cf7a29d7c7bf,91416,2024-01-13,81.33,On-Time
256ca21f-d7cd-4a36-9792-3d73b897d00e,20088,2023-08-25,1230.66,Late
83e67568-af8f-4396-92ca-592501153084,22019,2024-08-19,443.54,Missed
13f0d90b-6f1f-4686-a483-81e1e51005d5,88228,2024-04-22,793.69,On-Time
cae11e35-4823-4bbb-8614-ecfd79028035,89015,2023-11-10,73.79,On-Time
dfdb4d3e-a974-4069-9ef7-4d555b0c63a5,63809,2024-05-15,1498.56,On-Time
db8ec74d-831a-48f7-a60f-7d886e059e62,29850,2024-05-09,650.41,On-Time
364cae62-6d14-4257-9817-eb26b37bb5b0,95349,2022-10-02,1043.93,Missed
02284428-fa78-4950-9d71-a9f117818b5b,89126,2023-08-07,115.28,On-Time
b213f896-97cf-45e6-a331-32ab07797879,30251,2023-07-07,1419.56,Late
2ebd0876-7142-4eb2-b9a8-440e32e213c0,48953,2023-09-07,1159.77,On-Time
79d00b6c-93df-4c8a-a7d3-43a722e6acbf,10761,2023-06-11,1026.24,Late
60e500b5-fd4f-45f3-aff7-88ed7a8bcab4,39373,2023-01-15,735.14,On-Time
93ade546-57c0-430c-a31e-cdcfd44609d4,51030,2024-04-12,992.28,On-Time
c20162c1-f73b-4897-9b12-f9c2929a16ef,19939,2023-07-26,1236.17,Late
76e88c1d-dc01-4452-9b7c-19c3f1e378b0,64685,2022-11-13,526.98,On-Time
ddeb6b22-83cb-463b-b1e5-c3ea834d3f70,56533,2024-07-26,1484.59,Late
63276320-5c5e-4d66-ab28-bcded807eeee,61716,2022-10-18,392.91,On-Time
8f95b6db-53c6-4d50-9cef-1e02c0896aca,61243,2024-07-26,1064.51,Missed
b1cd8ea3-34fd-4105-92bf-fd55b00eba8b,49703,2024-05-16,1248.36,Late
f3d5261d-f2a7-47d6-b8d4-11c258515931,16047,2023-04-10,439.43,On-Time
e69233d1-b839-414a-88f0-7bf7dceb966f,69255,2024-02-24,1372.25,On-Time
530c4ec0-87eb-400b-9cd8-52a3a1b1643b,74102,2024-09-06,571.72,On-Time
078de8c2-2eaa-4390-89a1-8f07ecd49904,29565,2022-11-03,138.52,Missed
98425caa-d11f-43f6-b38c-f278df36d1d9,75030,2023-02-19,983.61,Missed
95b58a54-d446-4991-ac46-b0027ab3b0c0,73244,2024-05-23,197.08,Missed
71a06a88-a82a-4556-9326-ae49840b71ed,42290,2022-11-29,1076.61,Missed
cf197db3-1133-421f-a997-0c37c2989a4d,43876,2024-01-11,679.15,Missed
f8dd2ceb-f108-4704-926d-74091113e43b,12289,2024-09-06,59.14,Missed
0aee180c-7228-4686-b82d-0121fea18dd1,20190,2024-01-29,157.13,On-Time
b4cf17e9-eb4e-4523-b84c-68376ca13286,60799,2023-02-13,269.98,Missed
711f301c-d576-4ec3-ad76-e8854aac488f,88589,2023-02-19,374.73,Missed
f9ea62ad-9919-4c29-b233-9f6b843e7208,95093,2024-07-01,1469.17,On-Time
97bb5540-351e-48d8-bd99-f17bf38f8e76,82173,2023-08-03,784.05,On-Time
472a3752-9cac-4f9d-9670-9214a74571e8,54859,2024-03-30,783.16,On-Time
0cecc44c-305d-4e64-8442-bbaf5ae0bd3a,23939,2024-04-03,680.64,Late
3e2df590-357a-4cdf-929e-8c06c8ab2a06,60985,2024-09-07,992.42,Late
794a41ff-15ab-4045-a7a5-a5b0ce643f71,18392,2022-10-14,814.62,On-Time
cdb8fa0c-df39-4a49-afa2-7eb4c94ecb4e,85939,2023-05-24,261.5,Late
ac9a5d04-39dc-4254-b5e1-c85499cddf83,33980,2024-07-06,259.85,On-Time
21d45984-dc38-4d4c-8690-8c37df6f2de4,40728,2023-01-10,290.34,Late
11d05f99-bbae-4c3b-9c0f-c7c25240fdde,77461,2022-11-06,1182.33,Late
b54cddcc-62c1-416e-9099-051126fb363f,39705,2024-01-07,1016.94,Late
0fde0157-6492-43fd-baf3-2ffd8e5310da,13227,2023-12-14,986.87,Late
ac2f8a5b-4ac4-4cb4-a967-f7808e4ae5ea,95305,2023-05-09,965.73,On-Time
eb1076d7-7764-4599-be3f-be2c9f4d7136,21118,2023-07-04,736.85,On-Time
7474e540-ff48-46e4-8dbf-f4a4534741a5,13814,2024-06-24,744.11,On-Time
1a61a6e5-1fe8-4184-9e04-a4a7b9c9c4a1,63331,2024-03-22,940.94,Late
26842551-04ba-461e-9ea5-7e763b523724,54295,2022-10-09,468.72,Missed
91406e9d-8b91-429b-9f36-b8ac86218bdb,66414,2024-04-28,64.19,Missed
f43c6de9-94a9-452b-99c2-d7f38fb4d78f,91810,2024-07-21,1223.04,Late
e3d348e4-1abd-4415-91b7-49f1c0d0e748,50088,2024-05-09,1230.82,On-Time
f5f05c8b-c5e6-4186-ba6a-2fdfb477eb39,53928,2023-09-12,699.58,On-Time
3e60f543-cb95-48cb-9376-7d658b516882,37262,2022-11-28,1407.77,On-Time
2d61a47b-19e4-4395-b983-115e5bd17bd6,14543,2024-06-08,623.3,On-Time
baea32f1-d54d-4a86-848b-0f749b341561,33980,2024-09-14,515.99,On-Time
a72ab47d-0cce-4d51-aa85-f599453f1585,12007,2023-12-03,875.19,Missed
a785aecf-9776-45db-b2a2-ff0950662015,60030,2023-04-23,1036.65,On-Time
8698d875-c48e-4364-bae3-ebe6f5366ed6,39389,2023-12-12,937.34,Late
541b2e65-f6bf-4acf-8ad0-213185e1698a,82719,2024-05-14,1442.37,Missed
826d0b17-cd04-4f6a-a273-0905e5f1c0b1,89868,2024-05-26,1183.03,On-Time
61c3f653-e1fd-4139-b621-5c0abb8c14dc,85039,2023-10-19,629.53,Missed
2b79855e-3a59-4a00-b585-35b10495de6b,91674,2023-11-30,179.23,On-Time
755f5247-8c49-4b3a-9b47-e32e008d1663,93754,2023-11-26,1443.42,Missed
984fa779-bcfa-40b8-8966-a30f608d02da,25773,2023-11-28,438.68,On-Time
cbda031f-bb88-4660-a6aa-1ba9bef15fc4,85300,2024-02-13,1021.89,Late
56c62c7d-e75b-4ad6-9a53-32b375c6c9d0,95305,2023-09-14,374.54,On-Time
5a00012c-aa59-4201-a82b-b5ab629ce36d,22259,2022-11-18,351.03,Late
4abdd30b-8eb9-41ca-b19c-c11fb260323f,24587,2024-03-14,855.17,On-Time
1ebde18a-fff1-41dc-bd81-c6432837031d,60531,2023-07-12,1368.88,Late
e2965f2d-2279-4ef0-b26d-20d915f44c5b,24236,2023-09-04,1112.53,On-Time
e272c3d1-548b-4dff-ac38-352a02533e6a,21613,2023-07-01,301.36,On-Time
6a849cce-e19b-4432-a6e0-a91786eb905e,60427,2023-03-07,770.85,Missed
d5553a97-79a2-4990-bf1c-d64b9fde7e9a,90855,2023-06-09,750.4,On-Time
19197f4b-3fb4-44bb-9b8e-8cd7511ee6e8,68361,2024-03-21,520.86,Missed
95a5ba21-f9f0-43e3-a885-c144063df67f,64351,2023-08-05,530.69,Late
ec3f0a5c-2b00-4eb8-8be1-2190b5cbfc33,37354,2024-06-08,54.31,On-Time
632561f6-3b70-423f-a121-61b0c4f5eea0,50121,2024-05-24,608.97,Late
d14c5486-88f1-45f6-89ba-9607352ba6a1,76330,2024-09-04,1163.27,Missed
4fa82d95-784d-4bd5-98f2-f20acc2d4e17,29850,2024-08-13,372.76,Late
8ca6d8e8-2696-4a26-aa09-4f90ffda22f8,54067,2023-10-28,1435.69,On-Time
56cde8af-5190-4fa3-b8dc-50ce90442cb6,56675,2024-08-21,1239.83,On-Time
51ce8f8f-210d-46fb-8b59-75ead4b0a630,66843,2023-06-03,1100.88,Missed
6602103b-f2a0-4201-8125-dc2b2c5c36ed,10101,2023-10-11,362.7,Late
3acebd21-a59f-459a-b3af-c9804ef3ad66,11176,2023-11-15,451.28,Missed
64f49d28-51f7-4c6d-98e2-932b32eabdae,43432,2024-04-21,661.75,On-Time
556d131d-3672-4799-85fe-9d55042d72b3,87745,2024-03-05,963.06,On-Time
7a3fb85a-fcda-4f45-93dc-8ef0508e56d0,11456,2023-09-16,552.82,On-Time
eb65a28e-58d2-49be-ad8e-aa7e4234bd41,94414,2023-03-26,543.61,Missed
1e7ab62f-880c-4386-a2a1-69afdfafc267,42637,2022-10-21,566.09,Late
1235cc6f-d0c5-4a88-9e11-5f43f7f1a098,80782,2024-09-15,1400.74,On-Time
e683ce0a-23e6-4b5b-b7ff-113bf18fd11b,83829,2024-05-11,416.25,On-Time
866b3700-ba19-4872-85c0-003f9d637c1b,30196,2023-05-06,1479.66,Missed
a25b4073-065c-47d7-a43d-fcd4f20b1fb3,46553,2023-12-13,684.03,Late
2c716251-b850-4fe7-88cc-556cbaf78926,27496,2023-11-16,1223.6,On-Time
f8b5415b-7f0a-49b1-be7d-64d3bdf8a197,52032,2024-03-13,217.52,Late
282784d8-cb2d-4890-ad4a-5d30743f3660,76066,2023-10-05,444.63,Late
5788cc74-fc7b-467d-9570-fec266db2f5a,10246,2022-10-31,368.04,Late
5af3a517-6da7-4de4-9d95-2bc083e0feb0,57112,2022-10-08,1087.99,Missed
fd3b16d4-e8ae-45e3-bcae-903f3e330799,83302,2024-02-22,837.97,On-Time
b48a1cec-bee8-42f6-a6b9-03a441a692af,26722,2023-04-18,1008.85,On-Time
dcfa8f4b-71e9-4f27-930d-c478568180cb,99640,2024-06-20,1137.99,Late
5c921b20-edb7-4907-85a5-da30449d725b,96057,2024-06-04,1144.72,Late
ece523fc-546d-453a-9609-0d8d9cccfb8f,27040,2022-10-24,724.9,On-Time
5f6a440e-6500-43b0-8819-7e4597a4d73f,59073,2024-08-01,456.59,On-Time
c270a256-4540-4ce3-8086-dbcccc9f0255,70576,2023-03-28,648.63,On-Time
8865f46a-f3ae-4a6a-89ac-79ea9c81e3b5,81069,2024-01-18,541.4,On-Time
dfafb69c-16d3-48e2-b7f1-e4f3236dec1d,32254,2024-08-04,137.57,Missed
44e2c2d8-4486-42e1-af16-9a00129c1da8,78153,2023-07-27,1432.52,On-Time
41264f8a-73f9-41ee-86f1-656cc1131b1d,37344,2024-04-20,662.95,On-Time
d3026203-50b6-4533-b61a-24b6a86a8da5,28790,2022-12-04,1488.81,On-Time
f4a2d448-48fd-4ba1-ad1c-709d287c72b0,47747,2022-12-16,1162.64,Late
