assessment_id,customer_id,loan_id,credit_score,loan_amount,risk_level
64f9f05a-20e5-4d68-b618-80a571517048,1263,84513,706,21865.96,Medium
4c8eb304-601e-4bb9-8377-3f004e7cb9ee,7415,73978,321,47497.33,Low
4a70bcbd-a157-4ce2-8178-fc558945fc4e,5192,59880,675,10660.87,Low
cd8a9d0a-59b1-4d67-9da6-2b0a2dfb99ef,3554,32085,643,7599.63,Medium
fcf3f745-aa74-4c1a-b86b-744de8e81cce,9024,16724,847,47392.41,Medium
f1c189ac-65a8-4d4c-87c5-72fbc30a4098,2402,76330,355,28600.09,Medium
891df899-ec43-4369-b872-21d0634b0797,2490,72507,642,11592.72,High
8fe1e1e7-1c8b-41de-924b-4e7ee62a134d,4565,67577,634,21685.76,Low
e077e11d-a42e-4095-882f-c21d23850367,9858,97871,623,17503.41,High
1103a32f-85f6-44c9-b123-2edfc0fd82da,8753,26704,639,15217.71,Low
c26ab1b9-e639-41e9-943f-101ad2a072f6,9189,23140,395,1468.92,High
a5dc045a-1689-4812-8716-56feb625cf3a,5090,38918,819,49428.52,Low
615a87bd-f142-419a-a1da-571c4623c51b,2153,90505,478,47102.3,Medium
1b53e0a8-ba98-432a-8d93-0053b4d268aa,2282,94081,549,21038.01,Low
1554bf50-9323-4305-990b-cc9c7541eae0,4154,92157,312,35875.12,Low
596006f5-030c-43b2-9330-63c0345ae47c,3382,37609,648,10822.33,Low
2d000492-30f6-4ca6-b51a-655d55cd634a,4094,85497,751,44182.99,Low
8e68da1a-9c3e-4070-a6ec-eb235db764aa,7638,26722,640,36440.34,High
6486e1c2-f052-4c1c-b328-f340d192e60a,5604,86871,585,3569.05,Low
ee0cb1c8-bc67-4372-941a-a2e12ea0f446,6661,23759,571,35688.16,Medium
edad544c-9954-4f5a-9de7-4d1c89ca7e1e,9665,34456,722,45749.79,Medium
5845b5c8-31a0-4b81-b393-d4a14d51cfbc,5554,44745,745,34993.97,Low
a17a5e07-e78f-4691-93ce-59b9204e9060,3120,58616,850,7668.0,Low
d2b48073-23bf-4b55-8170-cb318cc1c420,4154,31281,300,12068.74,Medium
2b3b980f-8a94-434e-9f2a-1644b2896b65,2111,44768,780,16841.98,High
4083fcaf-c548-4602-a46e-04766dafc09a,4842,58953,471,13808.97,High
99ebd100-adec-4331-9945-c2f22fb72f44,3942,67890,745,37177.17,High
0285c24f-ae85-4ed3-a551-778887b3506e,6658,57493,325,11947.81,Medium
8bd1e980-a701-4490-a577-4df6c25af530,1710,34197,308,5743.91,High
71e89710-9aad-48ef-a45a-7d865236d3da,3020,67577,381,31322.89,Medium
23f277a0-7793-4313-91af-f062bf68e169,1773,84206,488,9795.66,High
ddcf9799-b515-4364-bd76-d9bf7e3fe4fe,7806,54295,477,20610.65,Medium
a802bed4-7f4c-4a1d-8e66-68489b5b7cfe,5646,26826,334,20874.08,Medium
dd1e411c-e157-486f-ba73-1c638792c994,1039,71437,339,1622.51,Low
17e452a8-4fbb-4540-9c5e-13483199466d,8180,98272,772,35963.95,Low
1e3a8700-751b-4034-ac87-b6ccac052349,7381,51457,660,18764.64,Low
021da74b-fa35-4017-910d-84f3eadedd2e,8753,14096,362,26682.95,Medium
a5bf9c2e-8bae-4fc3-8d68-7e9340e21472,7917,23591,427,49459.72,Medium
836ecd6b-ab3b-4e12-8260-32eead76fc2a,6382,97789,513,34009.63,High
a30acd95-ccfa-4806-8875-e3568765ec41,7628,65641,333,7124.97,Low
a9555425-a399-4f4b-8c09-97b02653fadf,3877,37489,807,49006.7,Medium
5aa4e8e5-a777-44fa-be8c-2d3dc1f5aba5,5879,18386,781,25963.29,High
36a5142c-bde5-4e45-b9d3-7ed9bd99f080,4713,61679,805,10041.78,Medium
e32dd199-551f-417e-994b-5d5329f341c2,8351,93013,766,41510.83,Medium
73d963f7-55c8-46dc-aca2-6cf4c11153b4,3303,73601,520,37840.56,High
e3ae7f60-4dde-496b-89a3-a988479230af,2750,10458,490,10565.98,Low
f7b85c10-7ff5-4f66-bf73-b9fd5ef48fa8,1603,80327,835,1299.87,Medium
d4dac715-0d84-4fd7-9137-689b2e92a0c3,3048,58269,674,28182.63,Low
a9853775-17c4-4710-a679-254b94f1d68b,7295,72465,630,5475.78,Low
39f4e261-4ca3-4503-850d-46580eb01f4a,7227,63400,640,14624.2,High
da27adac-a4e4-4916-9404-d796c2e56d19,7647,33796,744,45472.8,Medium
e65f10b6-2a02-41e9-99fd-354ab9330e15,7185,29651,655,18559.34,Medium
75421486-22bc-45bb-8e4d-534464eb3698,9226,74260,667,47928.94,Low
d80af9bf-1376-4776-a0a9-62ea41a5a0e6,2210,47203,585,1519.03,Low
b3984c53-afda-4928-b85c-3a6d4b1fceb9,5202,98363,715,20112.3,High
62ad3bc4-c048-4af4-b85a-b39165635aad,8063,26310,647,16451.89,Low
1103b395-a350-4e48-a785-6e3dee4d8b72,1033,79681,781,39617.48,Low
303723e5-1544-448a-b88b-59dcebecf7d5,6602,76726,300,40877.44,Medium
66c419ea-eae0-40bb-be0c-c0f02a0f57cf,8718,36363,684,43649.5,Low
257f64d4-ff92-4b6a-a660-213ff602db6e,2172,62020,719,44796.79,Medium
1cb68f30-a511-47a7-8b7d-1b64cb607013,5056,62333,600,14746.19,Low
105f969c-b0ba-4726-a4a3-b80ed49f9119,7282,20088,698,21225.71,Medium
8b7fe779-03ca-4bc1-9f25-7e0c3d591e99,1381,52941,358,41489.07,Medium
5c986d66-c089-4c1b-bc57-100939001843,5918,66282,486,47073.41,Low
fed1711f-541c-4d5b-b491-0839703bed9b,9942,39230,438,22013.23,Low
7e27bc80-089d-4f62-a528-eec13199c8b2,1605,57059,552,7929.41,High
ec6b07f2-2d4c-4e65-8908-0a04872e1032,9068,94276,342,27196.62,Medium
8c217bff-a40c-4651-a3d5-5a0b484cf183,8457,32707,734,28086.07,Medium
f14a6bf3-28aa-445e-bf6d-88ad595129c0,8063,94436,627,49813.93,Medium
b84f7fbe-4572-4afa-90cf-f382e2a95b84,6678,85895,338,49700.26,Medium
bd36f5e3-290e-471b-8ef9-7717fbf58ffd,5889,18555,513,36905.0,High
6010867e-1c3d-4454-9ac6-fbbbeaea8cff,9937,63494,687,21813.63,Medium
98d212b2-cb0e-4bf9-b4bb-7ce7a426ba8a,1080,41541,478,41646.1,Medium
0ff0a315-b99a-4404-9928-4f8db5d441dd,3643,47628,714,26473.63,Low
673615d1-4df3-405e-8911-adf560c87bee,1239,91180,391,16987.31,Low
4bba1928-9c60-4ab2-9a9c-6910c879380d,1033,32705,792,36245.0,Low
c0348198-dabb-4d8f-86b5-95e54a667321,3652,30023,652,49529.47,High
79532967-7aba-4458-9bc7-9a64faff6f0d,8511,37753,336,12749.46,High
acbaa4b3-ebe3-45aa-a265-86f4b6fda4e5,6672,89440,672,5367.12,High
abc065a7-f87b-49e3-b82b-e26a4d3642b8,5522,13814,348,33924.14,Medium
2477574b-9dc7-4c5b-b143-62812b57eac8,7917,22516,540,21141.88,Low
7f96402c-a0ea-4c86-a214-bdcab83995e3,9354,80295,662,35296.45,High
dfc24884-502c-47c3-84be-4e3907594153,1614,14364,682,16394.99,Low
3378951b-f5a2-4f2c-a9f7-c63098dab4a5,8326,66434,580,22262.7,Medium
457fd629-4177-42f6-b9db-c0d137d3ff2d,9303,12540,697,22760.65,Medium
c60248bb-cbbb-48a0-a1e3-6199d6186134,7647,26837,628,39881.52,Medium
5620f6b1-ec3d-4674-8eb2-0e9054cb0133,7273,17228,805,42975.4,Medium
3bf4ce4a-5b4e-4c43-8bab-1ebf55a83c5f,3795,80407,503,11000.9,Low
1b353ba5-da26-418f-b988-ebf9f2902148,3723,99859,317,7314.02,Low
3f317765-7222-4532-ad81-350e6bdd33ea,6149,17035,652,29095.13,Low
1c54970a-237b-4c94-aedf-945671afbc41,6324,83534,343,32098.29,Medium
86af2d5b-99a0-4313-9ce8-405d3f9382f0,1710,93991,428,33054.24,Low
fc5f6cb2-2205-4c1d-8b28-3b0b2801efdd,3892,33412,803,45222.45,Medium
b757d26f-41b2-4038-8f71-509a52c3bc7a,7069,57899,450,11597.42,Low
76102d41-9c1a-4de0-a370-99a48ddc6894,7381,59285,308,42154.14,High
c3a95344-4715-42ea-acef-486d48db2bba,1428,34565,326,46255.99,High
d2f035d6-b7f5-4f37-9dcd-db3a45427eb7,4557,42873,614,20467.82,Low
afb5edc4-a29f-4927-9964-f44f7e3bf8e0,3330,36195,346,3572.48,Low
42e3de6e-afdc-4dad-bfaa-3c8c2f1f93c2,1779,62991,356,20674.74,High
8e24a6ea-a91d-4a70-a412-bfaca07daf03,1236,17043,555,37324.51,Medium
4fcc962e-7415-4173-afae-14e6f3ca91e0,2170,17228,488,39313.34,Low
2252efab-acd4-4391-82e4-058a800b53e5,1428,79571,340,5273.86,Medium
4c20ffb8-290f-481d-83aa-1bc0a70b0103,1405,59439,571,7010.48,High
eab072f2-ee76-4521-ba62-c6b42c96754a,5663,98827,542,31091.97,High
ee81fedb-5da9-4e64-b2ba-c298d0a549e8,3075,25930,393,20233.39,Low
e7317164-8510-41f7-af95-a0c44081df30,2210,47013,487,15802.56,High
c2de6ef0-051c-4080-b843-5b654146f72a,8449,57189,823,2258.35,Low
6f1bef7a-0e10-45ee-999c-5ad6558a1d82,5383,20857,579,32149.41,Medium
01a55607-e3c7-433e-b4db-2f816dcb01c5,6185,13820,584,44436.88,Low
fb445d09-8c73-4fcf-b69a-5f88d3d8202f,5575,79571,825,17140.98,High
f99f0865-33c1-4522-96d8-90c962befb19,6321,86731,447,49211.33,High
8df7c020-60fc-4b0a-bb2d-b9bf7c695ffd,4163,35930,563,18455.15,Medium
9282a558-d1cb-4209-8317-13b6c75cf19a,8376,48721,445,48784.2,High
43827de6-2973-457d-abbd-a243ff130838,3008,17507,503,47817.82,Low
53e3b5ef-81ef-40aa-912d-3f3b8a418941,3328,99511,385,30994.88,High
c15d7a2a-72f7-441d-b256-70b5b3f07c58,7373,21931,742,26078.09,Low
90780838-d9b0-4f47-954f-1b71b6e574c1,2498,11718,562,39544.33,High
85b5e886-84fb-47a5-800b-c32e4192df1a,7485,83378,629,13020.75,Low
7271d876-e333-444c-bdff-b542cfd695b2,2080,19157,584,18505.14,High
8e43c299-0ba7-477e-9402-83e7864c64e2,1198,28238,426,8027.5,High
9554b8da-6da5-4e96-8c98-8b201245d9ea,3967,97057,812,23977.15,Low
c3ed6f50-f62f-4876-a23f-13a74712547a,5274,27180,780,14559.41,High
c18b7c1c-6d35-4f11-84d3-4a5513aabf7b,7970,83378,677,1110.38,High
c9435f58-b34e-4945-88cf-a70a40ac3afc,3951,99511,331,24653.29,Low
e1ae3267-9496-4728-97b2-71c1f949358d,9011,10891,642,16451.76,High
b38935f4-987a-43d7-97f7-1e4835650642,7352,38875,637,49592.61,High
d824f550-bf59-4de1-b2e8-a662a5100e6a,6924,65179,675,23156.17,Medium
09f8593d-99e8-4583-9d23-c4a385a80f7b,9266,99243,767,39774.9,Medium
38f9acf6-e49b-451b-986a-8b100bf6aef0,9377,69650,631,4508.5,Medium
8c34ab1e-fdc3-4d43-b321-56e83df287ab,7085,69794,567,37089.5,Low
6f1d3a04-43b5-40a7-9a95-eb16734934dd,6447,29919,697,35558.06,Medium
0eab5001-2f51-4248-91e3-bdcaa99a97e9,5352,90344,793,35011.76,Low
28c39551-43d5-4c81-ad4e-feeed72be1fe,7860,82023,458,15352.65,Low
df91b01c-2f38-422c-95c3-373c355ee434,9091,95349,745,33712.36,Medium
1f44db15-5a0c-4dcb-8e62-65a65c5460ba,5873,61898,761,12129.46,High
9dc14b38-7a36-4ed3-89e6-73e3ef0ac9e4,9048,21829,525,19415.73,Medium
5c641913-3ea0-477d-9a4a-97d60de75bc2,6238,68263,488,23808.2,High
d8b2cce7-731e-46ac-b7b0-b486bab484d9,1014,61029,547,48608.77,Medium
5f680d66-b804-4a08-8fbb-c700bdeb727a,4814,50858,581,27572.97,High
30d0bdf6-d07d-41cb-bdda-d6c200c5647e,4557,41911,475,14296.44,High
ba3094da-22ed-4f1b-b67e-b9a4a78f6475,5575,19599,578,18732.28,High
a3784470-cb56-4b70-88f7-6e6bb7ae8aaf,4653,18555,406,13170.03,High
59901661-54fb-4b30-b34c-4f11795304ce,8583,52935,530,40467.93,Low
d90ad391-c355-4863-bea6-4a403f54dd07,3800,93754,685,26835.49,Medium
8abb0a01-beab-4a9c-be7c-9a4f6c952aba,5041,53996,756,17588.31,High
c4771a91-0341-4087-9175-018ae288570e,5311,62386,370,7279.83,Low
1436ff85-812c-4aff-953f-e9e2164edab8,4558,41041,838,38767.42,Medium
55f25700-9c23-4e3a-9a22-acad1ad82211,1608,63081,828,1243.54,Medium
7068e114-8d2d-4be6-9d28-0db3b6c5706e,5360,50858,316,40689.31,High
4031d33a-03fb-4487-aa41-da714f21f5e2,1315,81929,518,35735.24,High
b8a23159-6ee4-4512-869c-48a4751f696f,3644,80413,436,5815.71,Low
57135a9b-aff8-4a37-b159-022bdefa0895,3122,51030,513,26735.94,Low
5494a2e3-613b-415f-bdc0-84faef9c0420,6177,20547,786,14367.83,Low
e3f9a22e-c110-4af9-9dff-f81ad4430067,8274,19599,302,9008.89,Low
4079bab3-aec5-4441-98f3-45fc83768f09,6071,81449,366,16140.97,Low
d6c201a2-ab3b-4f30-b0ad-5db4b646dbd1,6790,14902,462,2503.14,High
b8553f36-1d6b-4f8b-8653-074b5e648f60,6447,83196,653,12993.47,High
3f5163b5-deed-4efc-8c58-76768fbad64d,4194,48240,801,23879.38,Low
c9ed02fb-a6c7-4497-870d-13b556a58316,9153,64862,667,29625.77,Low
1ad756a0-d4d0-43f9-a9a5-dd724ba33733,4465,21778,338,43438.92,Low
a2fc79d3-a6f8-4cd5-9282-55d65f07a24f,6484,78782,760,16464.97,High
f228d831-b77c-474a-a114-12d88b97e89f,1033,82882,525,7155.67,High
5b272058-68f8-4a79-8300-65466d8013ee,5502,95305,847,1176.52,Medium
7033f0af-8243-4a18-a053-4ae47152181e,3333,33568,456,14565.17,Medium
302303c4-fd92-4758-bfc0-90d54876ab27,9167,50456,816,27506.52,Low
21dd2a01-1442-4c40-9e91-7bb13eafb997,7085,60091,315,34496.23,High
b0f83211-aa89-412b-aa04-2ba14387704c,1870,61436,575,20426.35,Low
dba49887-68fd-46a2-958b-0e681d00002b,3252,69430,564,6465.69,High
2ed08cb6-d398-408e-8c38-8b17411ac007,4561,98396,544,12942.38,Medium
7bbfbecb-2009-428d-b094-95985f9c1d86,9467,18113,806,14502.44,Low
74969ac1-298c-4e6e-9543-28d72fff73bc,4510,94630,490,4593.51,Medium
5112d3bc-04e5-4471-91ea-6c1aedac629d,6699,35563,553,1854.99,Low
ffcf8ea8-28a3-433c-86ef-98dfda1d426a,5090,94630,721,49927.02,Low
34aab2e3-d4d9-4099-81e5-7a64de357ce3,7748,31281,473,13942.06,Medium
38c5ae01-c9b3-4a7f-81d5-9ba375ddc11e,9665,63718,516,15942.68,Medium
0c3a7149-8a0d-438c-9e65-b8a5073391c2,8749,15776,568,27722.19,Medium
5270cada-84de-4e6d-88c9-37abaeede467,4121,27966,399,48745.15,High
315cec59-25ed-4411-8e5d-bddc42f275d8,6253,24886,775,27889.32,Medium
0569d80a-94d4-45f2-9fb1-0461a802470d,1052,56790,788,8076.14,Low
b399f412-861b-475e-ac91-576c58df94e9,6018,52110,490,37762.81,High
dd9f5849-c056-443d-8c6c-eeb8c034193a,8261,38875,521,11448.94,Medium
bc16be0a-b7a3-452a-a0b1-a8c06881dcb2,9897,33651,391,48170.26,Low
76be3789-201f-4365-83d6-9999189a2a4b,6008,16047,550,33469.79,Low
d0441153-6db8-4589-9f47-a3dfacf8d6c1,7056,90735,411,32572.66,Medium
a79f46c8-2127-4bb0-93f9-40e66bff96c8,5889,51600,671,24705.41,Medium
3118ef08-3c6f-40e6-8b61-f58ef2eb87f8,4339,71126,390,18872.23,Low
3cf0a6cb-f95a-4ceb-bb4a-5b1351c9715f,5473,15155,756,34023.18,Medium
e6ad2130-8522-487e-9b25-29d319eea839,7397,69650,825,37340.55,High
7fcb76b7-78a0-47a0-bc8e-9dd8ce66d383,7983,94439,818,32473.99,Low
7bd87250-ea17-4f40-8115-55e5670da588,9665,97454,840,49321.59,Medium
fdc309b2-b96f-464b-bdb3-d11005313cef,1976,67294,695,38295.5,Medium
986636fa-3917-460f-abc8-96cad735310c,4921,17107,653,45878.2,Medium
8ac1bde7-d041-4ff7-9c72-d48f20eb60b1,6058,33406,449,21711.33,Low
07e2bdf7-959c-44c4-a062-2b10ecc4c4d1,7149,22846,472,38032.75,Medium
73c81677-d91c-431d-81a1-a82456525d0c,3020,80407,391,9939.4,Medium
740cf029-c49f-49b9-b0e7-91ac89e94ef1,3333,80902,532,49929.59,High
10f4250e-a66c-4b61-ba90-d9e6ff1dede3,9820,59360,787,28961.45,Low
c22901bd-bec6-4e88-b732-3876edd266c9,6271,87954,602,35144.2,High
e3d23f78-349e-4942-8306-71b3bf3827c7,3048,34528,737,7805.38,Medium
c16ffa38-26ef-4cde-8a77-c78646f442f6,3886,16254,463,1279.42,High
d41bb1b5-377b-4284-90d0-44d53dc5d93f,1542,80018,710,4978.69,Low
275ada79-199c-4dcd-89e3-67400d370b6d,8456,91489,545,44932.57,High
e6fccae7-2259-4b2c-8068-f189347cd398,6654,58955,517,28198.68,High
546250ed-b4bb-4677-93b9-7581db434996,3993,26098,378,8022.59,Low
28e66015-dfa0-4b57-a476-545648311b03,2137,87184,315,26918.5,High
e4e6cc8a-23a5-46e9-9c3b-393f1d7d1fa2,4558,11541,793,30337.04,Medium
1085012c-8d99-4482-93c0-d95ecf1687af,3723,67786,560,41067.95,High
3fe21acb-0d88-458a-8d6f-b004d57f8086,3752,71124,810,45967.18,High
5507f301-f8d2-4549-ae16-b48ff59553fa,5760,34545,730,41683.36,Low
52ac072a-6499-4137-b8df-db7ae6b61747,3371,18832,725,9557.27,Low
73e59ade-b408-4ac8-8318-5e94eb0a3653,8652,18328,474,49023.35,Medium
fcf7dc04-abe1-4d6b-bd05-c90b251d7584,2457,13227,837,27907.75,High
8ee19456-2ac6-4009-a1be-9bdf7fd54dcd,9482,38607,650,37905.61,Medium
5db9c822-97f4-4b2a-833a-897b236c0532,4484,85500,503,8921.34,High
94fa2c3f-9667-4d15-8458-f8d9a1386657,3507,95463,533,32565.67,Low
49f4d34a-a4a0-4fad-a250-d33cdf5e0832,7980,29919,653,23355.2,Low
bba544f8-173b-4495-bf95-73d0ef7534db,4366,54567,625,1147.4,High
c2cdf6a7-d484-4881-a498-a480c632c9e9,9207,15463,635,18411.82,Low
49cfe475-c256-4f7d-a7c0-ef75902a1e7c,6421,20857,669,35016.17,High
63d2a134-9eee-4943-82aa-1ab120ac8723,1917,98005,528,6847.11,Medium
a6289293-5929-457c-9ddd-7198ef915b93,1608,16334,355,13231.48,High
4994e0e5-9d17-4c04-8ddf-a4a9ac048f21,3659,77461,435,15794.03,High
1ead72ce-abcd-4bb8-912e-bf4949c9b68d,1052,50485,662,17685.58,Medium
e208106a-8300-4a1d-ac7e-bef6a183bdbf,9900,88398,489,6366.03,High
0d172b13-6f2e-437c-87b0-5a0225cf510b,7812,12279,650,23404.28,Low
63d15f5c-bad1-4d69-be7d-3aed615cca9f,8681,82173,713,43923.03,Low
4e3b01af-64ef-4dc8-af9f-068df447cbf1,8261,46095,669,21986.53,Low
0c7f53e8-3067-4d09-bb59-d2ff99d22df6,7937,61589,846,46357.64,High
e54286a0-9782-49db-b01b-941a4007b8c5,3252,99859,466,17115.51,Medium
1b74095d-85a0-4d4e-9303-952c139f3de9,8151,49620,332,3351.69,High
be208761-fe29-4604-b457-8ce2e0fc34f3,5192,35462,523,49140.63,High
1aa4ca7b-e2e3-4ceb-9f46-b4def67b211a,5918,73682,441,46128.09,Low
e27e331a-952d-4a86-9afa-1a611b1f73df,8600,47331,356,15393.6,Low
a0eadd73-540d-4c1c-ae7c-0c3e2fa5ed7a,1860,46370,763,10333.26,Low
a52431fe-2d19-4c8f-a7da-37b5b6c388c4,8614,55772,518,16203.26,High
87d97666-0151-4e26-bdd3-74444e810354,4181,88689,703,21186.51,Medium
d4b44de5-2d7d-4900-a722-0205ab8ef583,4243,88763,505,22699.37,Medium
878b933b-f771-481f-9796-9e936780026d,2757,75198,483,25063.0,High
28a4be84-f468-4eaf-8502-a52fa0ae0f85,2347,57440,402,6810.93,High
181ac39c-0209-4706-9e6f-2cdba4118247,7465,48672,824,27429.86,Low
fa006127-e791-47d4-bb74-84e630717e81,8528,83141,460,1711.93,High
881e3305-ba50-41e6-ac9e-c930b4b28584,7252,64386,651,4530.37,High
900a38f5-5dbb-4cb5-b11f-09c75a284f0b,9861,74847,689,36434.47,High
9c95fe91-8ec0-4295-a6dc-0f0b1708f369,4553,66288,436,47213.81,Low
7808da9f-70aa-474c-93c8-d7c766b520ba,2449,56533,614,48668.8,Low
973a4110-16f6-4da5-ad7f-ea8a189ae723,1381,10712,594,5727.04,Medium
c3c05b90-a587-4808-8ae5-1090d6f8ffae,2002,65179,486,4954.43,High
e4209a67-242a-45b0-a074-5339938690ee,9608,79768,572,35333.06,High
f3cf65d4-2b67-4fe1-8697-53e8cbe90f2b,9107,25767,523,34442.49,Medium
9658a747-d033-4d4f-a205-164cc30cce3a,8962,40036,616,20344.02,Low
a4134913-2acb-4f9f-8c4a-36423c69fde7,6988,56533,735,24189.34,High
58bb1496-c5ea-46e1-aa58-02d2669cb889,6018,44008,599,38509.36,Low
f1f1446f-18ab-467c-8705-58ba6bb49455,6791,80988,370,43649.5,High
3aeebe44-eb91-45ca-b22c-6bf845c06ff0,5508,12540,725,21108.99,Medium
21b453a3-0200-4615-99e3-fda50e2e5602,8425,95438,504,40204.87,High
86ff60fd-312f-44ff-91fa-58897200ebef,5129,37489,796,47722.34,High
5f3121b1-b01b-4482-a015-5b92b43ba6d3,3643,28891,310,17176.78,Medium
f78764a8-ecd7-41d9-83ad-3faa02fe3607,8394,25795,496,13205.12,Medium
b3f4f48d-c84c-4be4-9fc6-e0f4766bc0fe,3853,77699,514,3122.09,Medium
efbc7f40-3764-4a67-ba7a-0233d3e2b87d,2757,36799,404,23566.74,High
65d066ba-a4d9-47f7-90a3-b73f498ce4de,3900,84591,531,11128.26,Medium
593201cc-d954-402d-9f54-5ff33b8ed678,8962,93814,590,33004.13,High
78619602-33dd-42ee-845a-d6358c9fc2ec,1080,24789,307,28882.34,Medium
a2751ddf-d01a-431c-85f1-0d2da1a73296,3819,72594,528,8892.78,High
29caaf88-6361-4f5c-9f80-cd2f8170c2d1,3682,26722,654,23188.12,Low
c6b3d654-9a89-450e-a53d-209b6682b63d,1944,61209,515,26916.65,Medium
b3d04c9f-23a3-40e8-aeb0-2e9d0ec6d183,6030,36408,350,5354.57,Medium
089a2f83-17b3-4725-b163-cf4899a3e680,4950,77490,517,40835.0,High
c97653d2-72bd-4623-94f8-5d5065c5cf0b,8528,67786,728,40430.85,Low
8542ad11-6c64-4ebd-ab4a-caf36d7375ba,4465,46821,683,27949.6,Medium
a8e96571-8eb5-49aa-be00-f8365135a909,6744,25838,476,27641.63,Medium
6f32d495-81cc-4445-8929-0bdf51e9fba5,3652,97056,310,45221.62,Low
8ddcc307-5c83-4984-b612-f7547e3543b4,2374,11202,473,21774.78,Low
b020b68e-2cb2-4841-b825-65968a21c62b,7149,66603,778,28738.34,Low
fc085b8c-a0bd-44ce-b68f-ae43154fade2,2481,93054,468,37137.95,Medium
f87ff623-234e-4e11-b048-d4f1f30080f6,8067,50088,729,48708.04,Low
576aefbb-0a3b-4449-8061-41dff5129795,8592,17882,803,10075.73,Low
64c071d1-f0ac-4027-929b-902e77d753c7,1860,51332,438,42537.78,Medium
436f61c6-0911-4e32-b990-e20bbca3b84f,5017,92310,571,22992.64,High
714859a2-5296-4744-9dbf-596fa7f50c23,7421,32820,713,13032.14,Low
f2bc50d3-2bc3-4357-bb4d-910144b952d8,7227,76330,842,1512.58,High
5c9d9ff8-8903-4654-b00c-eb59c8ecb14f,9325,76420,841,21792.58,Medium
7b85db49-cf78-44d3-a930-0d4a1d889635,1614,75613,755,24160.4,High
7f0db64e-d91a-4c4f-abb8-7ee806d685ea,3894,22680,514,48733.08,High
5131ed23-531b-4555-9e85-e5efc98ed84f,2338,69537,767,44573.83,Medium
cef76a3d-a12e-4772-a3a7-710bce0eebc6,9857,65878,581,2971.32,Medium
b26dea19-df92-4845-a21a-ec05ee80cd1c,9118,81309,470,18177.44,Medium
c95bc9c8-9e85-4e5d-a319-2dcfa5e7fd9e,6310,54067,551,29992.61,Medium
1fc5abd1-cde0-4d13-8716-6eaccbeb5322,5873,73206,523,1557.81,High
c3617115-0a3d-43bf-a1f3-63c0570d7c73,3682,21248,374,20210.38,Low
1bb7d30a-8fd4-4c97-a8b6-e3dfb00fc874,7459,70731,652,22991.61,High
df848788-6fd6-4566-94c7-0f5731cd467d,9134,70954,405,39180.77,Low
0c6c4108-78a9-4e3f-b591-ff75b2c8bb69,8749,44320,613,27763.17,High
5cefe236-c4a0-410c-8510-2eee0807c0b0,6058,52941,663,10284.49,Medium
a48d8d6a-129f-4369-8fcc-793daf1dae0f,2411,89868,496,40872.81,High
d3395cc6-569c-496b-b16b-280598f756c1,1946,29550,365,21057.82,Medium
480f623c-fef2-47c4-a85f-ee43d9ac6bf6,4091,75565,398,21278.66,Low
f272e8b0-8d48-466b-aa99-11049fd00664,9419,54266,797,8472.24,Medium
dcc63359-da50-439d-80ce-e1c6ce58b0e0,5844,57322,848,35538.44,Low
9d270ced-985b-4cc8-82f9-77f726f45e89,9925,82844,530,2517.32,Medium
ffd25835-bbb4-4f87-b358-f2e83cf62f69,9857,91972,664,26146.7,Medium
0ec030a9-8d1f-4655-b76f-c3564280f1f7,8379,12289,302,46267.87,High
ad622f92-16ab-4c30-8a5f-1ad536ecce31,2845,24123,786,38549.69,Medium
759b5246-5e33-459b-bce7-6300044f4f68,7742,59073,417,47717.72,Medium
f301fa84-f067-4071-9b18-fa232859b547,5430,97789,403,26218.74,Low
e71b752b-67a2-4cd4-ad36-c00953306bf8,3951,85567,528,6529.61,Low
13595437-e59f-484e-bc13-99d257016f4c,4294,54058,540,28856.51,Low
5ba62cad-f155-4e2d-b890-0ee4706e667c,8986,70453,809,34849.68,Medium
b7484411-fb37-435f-9ce9-e069847dd157,2449,82957,316,20491.32,High
9c7bae3d-f58c-4951-8283-8da119ce1cb3,5168,10748,389,40161.52,Medium
2822e1e8-96d9-495f-aa5a-0b09e8f584ae,6484,12396,763,45898.41,Low
d23493de-2886-4a2f-92d7-7816c5c83fa0,7704,88580,576,19295.17,High
1936bf81-ab8d-4bf0-ba3c-561385a13679,8709,63575,303,19472.96,Low
fbe1cedf-bd0c-4207-93a1-2c46d4bef941,6743,47447,426,37779.26,High
e056235c-9e41-4699-9d6f-42a46766ba23,5508,47286,598,41714.09,Low
3c27ed82-3f1a-4afc-8f8a-657a67e7acf8,9780,39220,782,40622.25,High
eb2ee082-6a4c-4ac3-8958-5f9d01ee49ed,4243,62556,503,49293.02,Low
d935cb11-5790-44b7-a350-061f8d996536,3800,69674,419,37425.22,Low
536132ff-e905-42c9-b559-92cde62adfa6,9775,92391,407,22887.81,High
3e7a057c-f135-4f8f-8af1-34a80cdf796c,9514,10555,727,37364.07,Low
d28a0031-42d7-4311-82db-e3fbf3b5fb27,1327,91380,657,37901.37,Low
89f834f5-54f6-4935-9ec6-d09d2bc76374,1622,47697,310,2037.92,High
1589796c-760b-49e4-9368-a7bb53374589,8826,94960,448,32259.58,High
df197a07-e7fe-426a-94da-563838203b75,1405,14926,839,35685.41,High
8211cb8e-d50d-4eae-ad4f-7bae1949bd0e,6802,44706,315,17221.64,Low
